"Gemeinden (2020) Kennziffer";"Gemeinden (2020) Name";"Gemeindeverbände (2020) Kennziffer";"Gemeindeverbände (2020) Name"
"09175452";"Ebersberger Forst";"09175452";"Ebersberger Forst"
"09175453";"Eglhartinger Forst";"09175453";"Eglhartinger Forst"
"09176111";"Adelschlag";"09176918";"Nassenfels (VGem)"
"09176112";"Altmannstein, Markt";"09176112";"Altmannstein, M"
"09176114";"Beilngries, Stadt";"09176114";"Beilngries, St"
"09176116";"Böhmfeld";"09176916";"Eitensheim (VGem)"
"09176118";"Buxheim";"09176118";"Buxheim"
"09176120";"Denkendorf";"09176120";"Denkendorf"
"09176121";"Dollnstein, Markt";"09176121";"Dollnstein, M"
"09176122";"Egweil";"09176918";"Nassenfels (VGem)"
"09176123";"Eichstätt, GKSt";"09176123";"Eichstätt, GKSt"
"09176124";"Eitensheim";"09176916";"Eitensheim (VGem)"
"09176126";"Gaimersheim, Markt";"09176126";"Gaimersheim, M"
"09176129";"Großmehring";"09176129";"Großmehring"
"09176131";"Hepberg";"09176131";"Hepberg"
"09176132";"Hitzhofen";"09176132";"Hitzhofen"
"09176137";"Kinding, Markt";"09176137";"Kinding, M"
"09176138";"Kipfenberg, Markt";"09176138";"Kipfenberg, M"
"09176139";"Kösching, Markt";"09176139";"Kösching, M"
"09176143";"Lenting";"09176143";"Lenting"
"09176147";"Mindelstetten";"09176919";"Pförring (VGem)"
"09176148";"Mörnsheim, Markt";"09176148";"Mörnsheim, M"
"09176149";"Nassenfels, Markt";"09176918";"Nassenfels (VGem)"
"09176150";"Oberdolling";"09176919";"Pförring (VGem)"
"09176153";"Pförring, Markt";"09176919";"Pförring (VGem)"
"09176155";"Pollenfeld";"09176915";"Eichstätt (VGem)"
"09176160";"Schernfeld";"09176915";"Eichstätt (VGem)"
"09176161";"Stammham";"09176161";"Stammham"
"09176164";"Titting, Markt";"09176164";"Titting, M"
"09176165";"Walting";"09176915";"Eichstätt (VGem)"
"09176166";"Wellheim, Markt";"09176166";"Wellheim, M"
"09176167";"Wettstetten";"09176167";"Wettstetten"
"09176451";"Haunstetter Forst";"09176451";"Haunstetter Forst"
"09177112";"Berglern";"09177926";"Wartenberg (VGem)"
"09177113";"Bockhorn";"09177113";"Bockhorn"
"09177114";"Buch a.Buchrain";"09177920";"Pastetten (VGem)"
"09177115";"Dorfen, Stadt";"09177115";"Dorfen, St"
"09177116";"Eitting";"09177923";"Oberding (VGem)"
"09177117";"Erding, GKSt";"09177117";"Erding, St"
"09177118";"Finsing";"09177118";"Finsing"
"09177119";"Forstern";"09177119";"Forstern"
"09177120";"Fraunberg";"09177120";"Fraunberg"
"09177121";"Hohenpolding";"09177925";"Steinkirchen (VGem)"
"09177122";"Inning a.Holz";"09177925";"Steinkirchen (VGem)"
"09177123";"Isen, Markt";"09177123";"Isen, M"
"09177124";"Kirchberg";"09177925";"Steinkirchen (VGem)"
"09177126";"Langenpreising";"09177926";"Wartenberg (VGem)"
"09177127";"Lengdorf";"09177127";"Lengdorf"
"09177130";"Moosinning";"09177130";"Moosinning"
"09177131";"Neuching";"09177924";"Oberneuching (VGem)"
"09177133";"Oberding";"09177923";"Oberding (VGem)"
"09177134";"Ottenhofen";"09177924";"Oberneuching (VGem)"
"09177135";"Pastetten";"09177920";"Pastetten (VGem)"
"09177137";"Sankt Wolfgang";"09177137";"Sankt Wolfgang"
"09177138";"Steinkirchen";"09177925";"Steinkirchen (VGem)"
"09177139";"Taufkirchen (Vils)";"09177139";"Taufkirchen (Vils)"
"09177142";"Walpertskirchen";"09177921";"Hörlkofen (VGem)"
"09177143";"Wartenberg, Markt";"09177926";"Wartenberg (VGem)"
"09177144";"Wörth";"09177921";"Hörlkofen (VGem)"
"09178113";"Allershausen";"09178927";"Allershausen (VGem)"
"09178115";"Attenkirchen";"09178930";"Zolling (VGem)"
"09178116";"Au i.d.Hallertau, Markt";"09178116";"Au i.d.Hallertau, M"
"09178120";"Eching";"09178120";"Eching"
"09178122";"Rudelzhausen";"09178122";"Rudelzhausen"
"09178123";"Fahrenzhausen";"09178123";"Fahrenzhausen"
"09178124";"Freising, GKSt";"09178124";"Freising, GKSt"
"09178125";"Gammelsdorf";"09178929";"Mauern (VGem)"
"09178129";"Haag a.d.Amper";"09178930";"Zolling (VGem)"
"09178130";"Hallbergmoos";"09178130";"Hallbergmoos"
"09178132";"Hörgertshausen";"09178929";"Mauern (VGem)"
"09178133";"Hohenkammer";"09178133";"Hohenkammer"
"09178136";"Kirchdorf a.d.Amper";"09178136";"Kirchdorf a.d.Amper"
"09178137";"Kranzberg";"09178137";"Kranzberg"
"09178138";"Langenbach";"09178138";"Langenbach"
"09178140";"Marzling";"09178140";"Marzling"
"09178142";"Mauern";"09178929";"Mauern (VGem)"
"09178143";"Moosburg a.d.Isar, Stadt";"09178143";"Moosburg a.d.Isar, St"
"09178144";"Nandlstadt, Markt";"09178144";"Nandlstadt, M"
"09178145";"Neufahrn b.Freising";"09178145";"Neufahrn b.Freising"
"09178150";"Paunzhausen";"09178927";"Allershausen (VGem)"
"09178155";"Wang";"09178929";"Mauern (VGem)"
"09178156";"Wolfersdorf";"09178930";"Zolling (VGem)"
"09178157";"Zolling";"09178930";"Zolling (VGem)"
"09179111";"Adelshofen";"09179931";"Mammendorf (VGem)"
"09179113";"Alling";"09179113";"Alling"
"09179114";"Althegnenberg";"09179931";"Mammendorf (VGem)"
"09179117";"Egenhofen";"09179117";"Egenhofen"
"09179118";"Eichenau";"09179118";"Eichenau"
"09179119";"Emmering";"09179119";"Emmering"
"09179121";"Fürstenfeldbruck, GKSt";"09179121";"Fürstenfeldbruck, GKSt"
"09179123";"Germering, GKSt";"09179123";"Germering, GKSt"
"09179125";"Grafrath";"09179932";"Grafrath (VGem)"
"09179126";"Gröbenzell";"09179126";"Gröbenzell"
"09179128";"Hattenhofen";"09179931";"Mammendorf (VGem)"
"09179130";"Jesenwang";"09179931";"Mammendorf (VGem)"
"09179131";"Kottgeisering";"09179932";"Grafrath (VGem)"
"09179132";"Landsberied";"09179931";"Mammendorf (VGem)"
"09179134";"Maisach";"09179134";"Maisach"
"09179136";"Mammendorf";"09179931";"Mammendorf (VGem)"
"09179137";"Mittelstetten";"09179931";"Mammendorf (VGem)"
"09179138";"Moorenweis";"09179138";"Moorenweis"
"09179140";"Oberschweinbach";"09179931";"Mammendorf (VGem)"
"09179142";"Olching, Stadt";"09179142";"Olching"
"09179145";"Puchheim, Stadt";"09179145";"Puchheim"
"09179147";"Schöngeising";"09179932";"Grafrath (VGem)"
"09179149";"Türkenfeld";"09179149";"Türkenfeld"
"09180112";"Bad Kohlgrub";"09180112";"Bad Kohlgrub"
"09180113";"Bad Bayersoien";"09180933";"Saulgrub (VGem)"
"09180114";"Eschenlohe";"09180936";"Ohlstadt (VGem)"
"09180115";"Ettal";"09180935";"Unterammergau (VGem)"
"09180116";"Farchant";"09180116";"Farchant"
"09180117";"Garmisch-Partenkirchen, Markt";"09180117";"Garmisch-Partenkirchen, M"
"09180118";"Grainau";"09180118";"Grainau"
"09180119";"Großweil";"09180936";"Ohlstadt (VGem)"
"09180122";"Krün";"09180122";"Krün"
"09180123";"Mittenwald, Markt";"09180123";"Mittenwald, M"
"09180124";"Murnau a.Staffelsee, Markt";"09180124";"Murnau a.Staffelsee, M"
"09180125";"Oberammergau";"09180125";"Oberammergau"
"09180126";"Oberau";"09180126";"Oberau"
"09180127";"Ohlstadt";"09180936";"Ohlstadt (VGem)"
"09180128";"Riegsee";"09180937";"Seehausen a.Staffelsee (VGem)"
"09180129";"Saulgrub";"09180933";"Saulgrub (VGem)"
"09180131";"Schwaigen";"09180936";"Ohlstadt (VGem)"
"09180132";"Seehausen a.Staffelsee";"09180937";"Seehausen a.Staffelsee (VGem)"
"09180133";"Spatzenhausen";"09180937";"Seehausen a.Staffelsee (VGem)"
"09180134";"Uffing a.Staffelsee";"09180134";"Uffing a.Staffelsee"
"09180135";"Unterammergau";"09180935";"Unterammergau (VGem)"
"09180136";"Wallgau";"09180136";"Wallgau"
"09180451";"Ettaler Forst";"09180451";"Ettaler Forst"
"09181111";"Apfeldorf";"09181942";"Reichling (VGem)"
"09181113";"Denklingen";"09181113";"Denklingen"
"09181114";"Dießen am Ammersee, Markt";"09181114";"Dießen am Ammersee, M"
"09181115";"Eching am Ammersee";"09181943";"Schondorf a.Ammersee (VGem)"
"09181116";"Egling a.d.Paar";"09181116";"Egling a.d.Paar"
"09181118";"Eresing";"09181944";"Windach (VGem)"
"09181120";"Finning";"09181944";"Windach (VGem)"
"09181121";"Fuchstal";"09181938";"Fuchstal (VGem)"
"09181122";"Geltendorf";"09181122";"Geltendorf"
"09181123";"Greifenberg";"09181943";"Schondorf a.Ammersee (VGem)"
"09181124";"Hofstetten";"09181941";"Pürgen (VGem)"
"09181126";"Hurlach";"09181939";"Igling (VGem)"
"09181127";"Igling";"09181939";"Igling (VGem)"
"09181128";"Kaufering, Markt";"09181128";"Kaufering, M"
"09181129";"Kinsau";"09181942";"Reichling (VGem)"
"09181130";"Landsberg am Lech, GKSt";"09181130";"Landsberg am Lech, GKSt"
"09181131";"Obermeitingen";"09181939";"Igling (VGem)"
"09181132";"Penzing";"09181132";"Penzing"
"09181133";"Vilgertshofen";"09181942";"Reichling (VGem)"
"09181134";"Prittriching";"09181940";"Prittriching (VGem)"
"09181135";"Reichling";"09181942";"Reichling (VGem)"
"09181137";"Rott";"09181942";"Reichling (VGem)"
"09181138";"Scheuring";"09181940";"Prittriching (VGem)"
"09181139";"Schondorf am Ammersee";"09181943";"Schondorf a.Ammersee (VGem)"
"09181140";"Schwifting";"09181941";"Pürgen (VGem)"
"09181141";"Pürgen";"09181941";"Pürgen (VGem)"
"09181142";"Thaining";"09181942";"Reichling (VGem)"
"09181143";"Unterdießen";"09181938";"Fuchstal (VGem)"
"09181144";"Utting am Ammersee";"09181144";"Utting am Ammersee"
"09181145";"Weil";"09181145";"Weil"
"09181146";"Windach";"09181944";"Windach (VGem)"
"09181451";"Ammersee";"09181451";"Ammersee"
"09182111";"Bad Wiessee";"09182111";"Bad Wiessee"
"09182112";"Bayrischzell";"09182112";"Bayrischzell"
"09182114";"Fischbachau";"09182114";"Fischbachau"
"09182116";"Gmund a.Tegernsee";"09182116";"Gmund a.Tegernsee"
"09182119";"Hausham";"09182119";"Hausham"
"09182120";"Holzkirchen, Markt";"09182120";"Holzkirchen, M"
"09182123";"Irschenberg";"09182123";"Irschenberg"
"09182124";"Kreuth";"09182124";"Kreuth"
"09182125";"Miesbach, Stadt";"09182125";"Miesbach, St"
"09182127";"Otterfing";"09182127";"Otterfing"
"09182129";"Rottach-Egern";"09182129";"Rottach-Egern"
"09182131";"Schliersee, Markt";"09182131";"Schliersee, M"
"09182132";"Tegernsee, Stadt";"09182132";"Tegernsee, St"
"09182133";"Valley";"09182133";"Valley"
"09182134";"Waakirchen";"09182134";"Waakirchen"
"09182136";"Warngau";"09182136";"Warngau"
"09182137";"Weyarn";"09182137";"Weyarn"
"09183112";"Ampfing";"09183112";"Ampfing"
"09183113";"Aschau a.Inn";"09183113";"Aschau a.Inn"
"09183114";"Buchbach, Markt";"09183114";"Buchbach, M"
"09183115";"Egglkofen";"09183949";"Neumarkt-Sankt Veit (VGem)"
"09183116";"Erharting";"09183952";"Rohrbach (VGem)"
"09183118";"Gars a.Inn, Markt";"09183946";"Gars a.Inn (VGem)"
"09183119";"Haag i.OB, Markt";"09183119";"Haag i.OB, M"
"09183120";"Heldenstein";"09183945";"Heldenstein (VGem)"
"09183122";"Jettenbach";"09183948";"Kraiburg a.Inn (VGem)"
"09183123";"Kirchdorf";"09183947";"Reichertsheim (VGem)"
"09183124";"Kraiburg a.Inn, Markt";"09183948";"Kraiburg a.Inn (VGem)"
"09183125";"Lohkirchen";"09183950";"Oberbergkirchen (VGem)"
"09183126";"Maitenbeth";"09183983";"Maitenbeth (VGem)"
"09183127";"Mettenheim";"09183127";"Mettenheim"
"09183128";"Mühldorf a.Inn, Stadt";"09183128";"Mühldorf a.Inn, St"
"09183129";"Neumarkt-Sankt Veit, Stadt";"09183949";"Neumarkt-Sankt Veit (VGem)"
"09183130";"Niederbergkirchen";"09183952";"Rohrbach (VGem)"
"09183131";"Niedertaufkirchen";"09183952";"Rohrbach (VGem)"
"09183132";"Oberbergkirchen";"09183950";"Oberbergkirchen (VGem)"
"09183134";"Oberneukirchen";"09183951";"Polling (VGem)"
"09183135";"Obertaufkirchen";"09183135";"Obertaufkirchen"
"09183136";"Polling";"09183951";"Polling (VGem)"
"09183138";"Rattenkirchen";"09183945";"Heldenstein (VGem)"
"09183139";"Rechtmehring";"09183983";"Maitenbeth (VGem)"
"09183140";"Reichertsheim";"09183947";"Reichertsheim (VGem)"
"09183143";"Schönberg";"09183950";"Oberbergkirchen (VGem)"
"09183144";"Schwindegg";"09183144";"Schwindegg"
"09183145";"Taufkirchen";"09183948";"Kraiburg a.Inn (VGem)"
"09183147";"Unterreit";"09183946";"Gars a.Inn (VGem)"
"09183148";"Waldkraiburg, Stadt";"09183148";"Waldkraiburg, St"
"09183151";"Zangberg";"09183950";"Oberbergkirchen (VGem)"
"09183451";"Mühldorfer Haff";"09183451";"Mühldorfer Hart"
"09184112";"Aschheim";"09184112";"Aschheim"
"09184113";"Baierbrunn";"09184113";"Baierbrunn"
"09184114";"Brunnthal";"09184114";"Brunnthal"
"09184118";"Feldkirchen";"09184118";"Feldkirchen"
"09184119";"Garching b.München, Stadt";"09184119";"Garching b.München, St"
"09184120";"Gräfelfing";"09184120";"Gräfelfing"
"09184121";"Grasbrunn";"09184121";"Grasbrunn"
"09184122";"Grünwald";"09184122";"Grünwald"
"09184123";"Haar";"09184123";"Haar"
"09184127";"Höhenkirchen-Siegertsbrunn";"09184127";"Höhenkirchen-Siegertsbrunn"
"09184129";"Hohenbrunn";"09184129";"Hohenbrunn"
"09184130";"Ismaning";"09184130";"Ismaning"
"09184131";"Kirchheim b.München";"09184131";"Kirchheim b.München"
"09184132";"Neuried";"09184132";"Neuried"
"09184134";"Oberhaching";"09184134";"Oberhaching"
"09184135";"Oberschleißheim";"09184135";"Oberschleißheim"
"09184136";"Ottobrunn";"09184136";"Ottobrunn"
"09184137";"Aying";"09184137";"Aying"
"09184138";"Planegg";"09184138";"Planegg"
"09184139";"Pullach i.Isartal";"09184139";"Pullach i.Isartal"
"09184140";"Putzbrunn";"09184140";"Putzbrunn"
"09184141";"Sauerlach";"09184141";"Sauerlach"
"09184142";"Schäftlarn";"09184142";"Schäftlarn"
"09184144";"Straßlach-Dingharting";"09184144";"Straßlach-Dingharting"
"09184145";"Taufkirchen";"09184145";"Taufkirchen"
"09184146";"Neubiberg";"09184146";"Neubiberg"
"09184147";"Unterföhring";"09184147";"Unterföhring"
"09184148";"Unterhaching";"09184148";"Unterhaching"
"09184149";"Unterschleißheim, Stadt";"09184149";"Unterschleißheim, St"
"09184452";"Forstenrieder Park";"09184452";"Forstenrieder Park"
"09184454";"Grünwalder Forst";"09184454";"Grünwalder Forst"
"09184457";"Perlacher Forst";"09184457";"Perlacher Forst"
"09185113";"Aresing";"09185113";"Aresing"
"09185116";"Berg im Gau";"09185955";"Schrobenhausen (VGem)"
"09185118";"Bergheim";"09185954";"Neuburg a.d.Donau (VGem)"
"09185123";"Brunnen";"09185955";"Schrobenhausen (VGem)"
"09185125";"Burgheim, Markt";"09185125";"Burgheim, M"
"09185127";"Ehekirchen";"09185127";"Ehekirchen"
"09185131";"Gachenbach";"09185955";"Schrobenhausen (VGem)"
"09185139";"Karlshuld";"09185139";"Karlshuld"
"09185140";"Karlskron";"09185140";"Karlskron"
"09185143";"Langenmosen";"09185955";"Schrobenhausen (VGem)"
"09185149";"Neuburg a.d.Donau, GKSt";"09185149";"Neuburg a.d.Donau, GKSt"
"09185150";"Oberhausen";"09185150";"Oberhausen"
"09185153";"Rennertshofen, Markt";"09185153";"Rennertshofen, M"
"09185157";"Rohrenfels";"09185954";"Neuburg a.d.Donau (VGem)"
"09185158";"Schrobenhausen, Stadt";"09185158";"Schrobenhausen, St"
"09185163";"Königsmoos";"09185163";"Königsmoos"
"09185166";"Waidhofen";"09185955";"Schrobenhausen (VGem)"
"09185168";"Weichering";"09185168";"Weichering"
"09186113";"Baar-Ebenhausen";"09186113";"Baar-Ebenhausen"
"09186116";"Ernsgaden";"09186956";"Geisenfeld (VGem)"
"09186122";"Geisenfeld, Stadt";"09186956";"Geisenfeld (VGem)"
"09186125";"Gerolsbach";"09186125";"Gerolsbach"
"09186126";"Hettenshausen";"09186957";"Ilmmünster (VGem)"
"09186128";"Hohenwart, Markt";"09186128";"Hohenwart, M"
"09186130";"Ilmmünster";"09186957";"Ilmmünster (VGem)"
"09186132";"Jetzendorf";"09186132";"Jetzendorf"
"09186137";"Manching, Markt";"09186137";"Manching, M"
"09186139";"Münchsmünster";"09186139";"Münchsmünster"
"09186143";"Pfaffenhofen a.d.Ilm, Stadt";"09186143";"Pfaffenhofen a.d.Ilm, St"
"09186144";"Pörnbach";"09186958";"Reichertshofen (VGem)"
"09186146";"Reichertshausen";"09186146";"Reichertshausen"
"09186147";"Reichertshofen, Markt";"09186958";"Reichertshofen (VGem)"
"09186149";"Rohrbach";"09186149";"Rohrbach"
"09186151";"Scheyern";"09186151";"Scheyern"
"09186152";"Schweitenkirchen";"09186152";"Schweitenkirchen"
"09186158";"Vohburg a.d.Donau, Stadt";"09186158";"Vohburg a.d.Donau, St"
"09186162";"Wolnzach, Markt";"09186162";"Wolnzach, M"
"09187113";"Amerang";"09187113";"Amerang"
"09187114";"Aschau i.Chiemgau";"09187114";"Aschau i.Chiemgau"
"09187116";"Babensham";"09187116";"Babensham"
"09187117";"Bad Aibling, Stadt";"09187117";"Bad Aibling, St"
"09187118";"Bernau a.Chiemsee";"09187118";"Bernau a.Chiemsee"
"09187120";"Brannenburg";"09187120";"Brannenburg"
"09187121";"Breitbrunn a.Chiemsee";"09187960";"Breitbrunn a.Chiemsee (VGem)"
"09187122";"Bruckmühl, Markt";"09187122";"Bruckmühl, M"
"09187123";"Chiemsee";"09187960";"Breitbrunn a.Chiemsee (VGem)"
"09187124";"Edling";"09187124";"Edling"
"09187125";"Eggstätt";"09187125";"Eggstätt"
"09187126";"Eiselfing";"09187126";"Eiselfing"
"09187128";"Bad Endorf, Markt";"09187128";"Bad Endorf, M"
"09187129";"Bad Feilnbach";"09187129";"Bad Feilnbach"
"09187130";"Feldkirchen-Westerham";"09187130";"Feldkirchen-Westerham"
"09187131";"Flintsbach a.Inn";"09187131";"Flintsbach a.Inn"
"09187132";"Frasdorf";"09187132";"Frasdorf"
"09187134";"Griesstätt";"09187134";"Griesstätt"
"09187137";"Großkarolinenfeld";"09187137";"Großkarolinenfeld"
"09187138";"Gstadt a.Chiemsee";"09187960";"Breitbrunn a.Chiemsee (VGem)"
"09187139";"Halfing";"09187962";"Halfing (VGem)"
"09187142";"Schechen";"09187142";"Schechen"
"09187145";"Höslwang";"09187962";"Halfing (VGem)"
"09187148";"Kiefersfelden";"09187148";"Kiefersfelden"
"09187150";"Kolbermoor, Stadt";"09187150";"Kolbermoor, St"
"09187154";"Neubeuern, Markt";"09187154";"Neubeuern, M"
"09187156";"Nußdorf a.Inn";"09187156";"Nußdorf a.Inn"
"09187157";"Oberaudorf";"09187157";"Oberaudorf"
"09187159";"Pfaffing";"09187984";"Pfaffing (VGem)"
"09187162";"Prien a.Chiemsee, Markt";"09187162";"Prien a.Chiemsee, M"
"09187163";"Prutting";"09187163";"Prutting"
"09187164";"Ramerberg";"09187965";"Rott a.Inn (VGem)"
"09187165";"Raubling";"09187165";"Raubling"
"09187167";"Riedering";"09187167";"Riedering"
"09187168";"Rimsting";"09187168";"Rimsting"
"09187169";"Rohrdorf";"09187169";"Rohrdorf"
"09187170";"Rott a.Inn";"09187965";"Rott a.Inn (VGem)"
"09187172";"Samerberg";"09187172";"Samerberg"
"09187173";"Schonstett";"09187962";"Halfing (VGem)"
"09187174";"Söchtenau";"09187174";"Söchtenau"
"09187176";"Soyen";"09187176";"Soyen"
"09187177";"Stephanskirchen";"09187177";"Stephanskirchen"
"09187179";"Tuntenhausen";"09187179";"Tuntenhausen"
"09187181";"Vogtareuth";"09187181";"Vogtareuth"
"09187182";"Wasserburg a.Inn, Stadt";"09187182";"Wasserburg a.Inn, St"
"09187186";"Albaching";"09187984";"Pfaffing (VGem)"
"09187451";"Rotter Forst-Nord";"09187451";"Rotter Forst-Nord"
"09187452";"Rotter Forst-Süd";"09187452";"Rotter Forst-Süd"
"09188113";"Berg";"09188113";"Berg"
"09188117";"Andechs";"09188117";"Andechs"
"09188118";"Feldafing";"09188118";"Feldafing"
"09188120";"Gauting";"09188120";"Gauting"
"09188121";"Gilching";"09188121";"Gilching"
"09188124";"Herrsching a.Ammersee";"09188124";"Herrsching a.Ammersee"
"09188126";"Inning a.Ammersee";"09188126";"Inning a.Ammersee"
"09188127";"Krailling";"09188127";"Krailling"
"09188132";"Seefeld";"09188132";"Seefeld"
"09188137";"Pöcking";"09188137";"Pöcking"
"09188139";"Starnberg, Stadt";"09188139";"Starnberg, St"
"09188141";"Tutzing";"09188141";"Tutzing"
"09188144";"Weßling";"09188144";"Weßling"
"09188145";"Wörthsee";"09188145";"Wörthsee"
"09188451";"Starnberger See";"09188451";"Starnberger See"
"09189111";"Altenmarkt a.d.Alz";"09189111";"Altenmarkt a.d.Alz"
"09189113";"Bergen";"09189966";"Bergen (VGem)"
"09189114";"Chieming";"09189114";"Chieming"
"09189115";"Engelsberg";"09189115";"Engelsberg"
"09189118";"Fridolfing";"09189118";"Fridolfing"
"09189119";"Grabenstätt";"09189119";"Grabenstätt"
"09189120";"Grassau, Markt";"09189120";"Grassau, M"
"09189124";"Inzell";"09189124";"Inzell"
"09189126";"Kienberg";"09189970";"Obing (VGem)"
"09189127";"Kirchanschöring";"09189127";"Kirchanschöring"
"09189129";"Marquartstein";"09189969";"Marquartstein (VGem)"
"09189130";"Nußdorf";"09189130";"Nußdorf"
"09189133";"Obing";"09189970";"Obing (VGem)"
"09189134";"Palling";"09189134";"Palling"
"09189135";"Petting";"09189135";"Petting"
"09189137";"Pittenhart";"09189970";"Obing (VGem)"
"09189139";"Reit im Winkl";"09189139";"Reit im Winkl"
"09189140";"Ruhpolding";"09189140";"Ruhpolding"
"09189141";"Schleching";"09189141";"Schleching"
"09189142";"Schnaitsee";"09189142";"Schnaitsee"
"09189143";"Seeon-Seebruck";"09189143";"Seeon-Seebruck"
"09189145";"Siegsdorf";"09189145";"Siegsdorf"
"09189146";"Staudach-Egerndach";"09189969";"Marquartstein (VGem)"
"09189148";"Surberg";"09189148";"Surberg"
"09189149";"Tacherting";"09189149";"Tacherting"
"09189150";"Taching a.See";"09189973";"Waging a.See (VGem)"
"09189152";"Tittmoning, Stadt";"09189152";"Tittmoning, St"
"09189154";"Traunreut, Stadt";"09189154";"Traunreut, St"
"09189155";"Traunstein, GKSt";"09189155";"Traunstein, GKSt"
"09189157";"Trostberg, Stadt";"09189157";"Trostberg, St"
"09189159";"Übersee";"09189159";"Übersee"
"09189160";"Unterwössen";"09189160";"Unterwössen"
"09189161";"Vachendorf";"09189966";"Bergen (VGem)"
"09189162";"Waging a.See, Markt";"09189973";"Waging a.See (VGem)"
"09189165";"Wonneberg";"09189973";"Waging a.See (VGem)"
"09189451";"Chiemsee (See)";"09189451";"Chiemsee (See)"
"09189452";"Waginger See";"09189452";"Waginger See"
"09190111";"Altenstadt";"09190974";"Altenstadt (VGem)"
"09190113";"Antdorf";"09190976";"Habach (VGem)"
"09190114";"Bernbeuren";"09190975";"Bernbeuren (VGem)"
"09190115";"Bernried am Starnberger See";"09190115";"Bernried am Starnberger See"
"09190117";"Böbing";"09190978";"Rottenbuch (VGem)"
"09190118";"Burggen";"09190975";"Bernbeuren (VGem)"
"09190120";"Eberfing";"09190977";"Huglfing (VGem)"
"09190121";"Eglfing";"09190977";"Huglfing (VGem)"
"09190126";"Habach";"09190976";"Habach (VGem)"
"09190129";"Hohenfurch";"09190974";"Altenstadt (VGem)"
"09190130";"Hohenpeißenberg";"09190130";"Hohenpeißenberg"
"09190131";"Huglfing";"09190977";"Huglfing (VGem)"
"09190132";"Iffeldorf";"09190979";"Seeshaupt (VGem)"
"09190133";"Ingenried";"09190974";"Altenstadt (VGem)"
"09190135";"Oberhausen";"09190977";"Huglfing (VGem)"
"09190136";"Obersöchering";"09190976";"Habach (VGem)"
"09190138";"Pähl";"09190138";"Pähl"
"09190139";"Peißenberg, Markt";"09190139";"Peißenberg, M"
"09190140";"Peiting, Markt";"09190140";"Peiting, M"
"09190141";"Penzberg, Stadt";"09190141";"Penzberg, St"
"09190142";"Polling";"09190142";"Polling"
"09190143";"Prem";"09190980";"Steingaden (VGem)"
"09190144";"Raisting";"09190144";"Raisting"
"09190145";"Rottenbuch";"09190978";"Rottenbuch (VGem)"
"09190148";"Schongau, Stadt";"09190148";"Schongau, St"
"09190149";"Schwabbruck";"09190974";"Altenstadt (VGem)"
"09190151";"Schwabsoien";"09190974";"Altenstadt (VGem)"
"09190152";"Seeshaupt";"09190979";"Seeshaupt (VGem)"
"09190153";"Sindelsdorf";"09190976";"Habach (VGem)"
"09190154";"Steingaden";"09190980";"Steingaden (VGem)"
"09190157";"Weilheim i.OB, Stadt";"09190157";"Weilheim i.OB, St"
"09190158";"Wessobrunn";"09190158";"Wessobrunn"
"09190159";"Wielenbach";"09190159";"Wielenbach"
"09190160";"Wildsteig";"09190980";"Steingaden (VGem)"
"09261000";"Landshut";"09261000";"Landshut"
"09262000";"Passau";"09262000";"Passau"
"09263000";"Straubing";"09263000";"Straubing"
"09271111";"Aholming";"09271111";"Aholming"
"09271113";"Auerbach";"09271113";"Auerbach"
"09271114";"Außernzell";"09271906";"Schöllnach (VGem)"
"09271116";"Bernried";"09271116";"Bernried"
"09271118";"Buchhofen";"09271905";"Moos (VGem)"
"09271119";"Deggendorf, GKSt";"09271119";"Deggendorf, GKSt"
"09271122";"Grafling";"09271122";"Grafling"
"09271123";"Grattersdorf";"09271902";"Lalling (VGem)"
"09271125";"Hengersberg, Markt";"09271125";"Hengersberg, M"
"09271126";"Hunding";"09271902";"Lalling (VGem)"
"09271127";"Iggensbach";"09271127";"Iggensbach"
"09271128";"Künzing";"09271128";"Künzing"
"09271130";"Lalling";"09271902";"Lalling (VGem)"
"09271132";"Metten, Markt";"09271132";"Metten, M"
"09271135";"Moos";"09271905";"Moos (VGem)"
"09271138";"Niederalteich";"09271138";"Niederalteich"
"09271139";"Oberpöring";"09271904";"Oberpöring (VGem)"
"09271140";"Offenberg";"09271140";"Offenberg"
"09271141";"Osterhofen, Stadt";"09271141";"Osterhofen, St"
"09271143";"Otzing";"09271904";"Oberpöring (VGem)"
"09271146";"Plattling, Stadt";"09271146";"Plattling, St"
"09271148";"Schaufling";"09271902";"Lalling (VGem)"
"09271149";"Schöllnach, Markt";"09271906";"Schöllnach (VGem)"
"09271151";"Stephansposching";"09271151";"Stephansposching"
"09271152";"Wallerfing";"09271904";"Oberpöring (VGem)"
"09271153";"Winzer, Markt";"09271153";"Winzer, M"
"09272116";"Eppenschlag";"09272911";"Schönberg (VGem)"
"09272118";"Freyung, Stadt";"09272118";"Freyung, St"
"09272119";"Fürsteneck";"09272914";"Perlesreut (VGem)"
"09272120";"Grafenau, Stadt";"09272120";"Grafenau, St"
"09272121";"Grainet";"09272121";"Grainet"
"09272122";"Haidmühle";"09272122";"Haidmühle"
"09272126";"Hinterschmiding";"09272912";"Hinterschmiding (VGem)"
"09272127";"Hohenau";"09272127";"Hohenau"
"09272128";"Innernzell";"09272911";"Schönberg (VGem)"
"09272129";"Jandelsbrunn";"09272129";"Jandelsbrunn"
